,state,value,age,gender,level
4499,Nebraska,0.09784432803300727,4554,female,medicaid
4500,Nevada,0.1306055398301658,4554,female,medicaid
4501,New Hampshire,0.0863270841263799,4554,female,medicaid
4502,New Jersey,0.1485943175598348,4554,female,medicaid
4503,New Mexico,0.277747553963458,4554,female,medicaid
4504,New York,0.2513887066802396,4554,female,medicaid
4505,North Carolina,0.0994713556635488,4554,female,medicaid
4506,North Dakota,0.13758928077072144,4554,female,medicaid
4507,Ohio,0.1742717309318644,4554,female,medicaid
4508,Oklahoma,0.14555936264104077,4554,female,medicaid
4509,Oregon,0.1915294391797421,4554,female,medicaid
4510,Pennsylvania,0.16837012334194615,4554,female,medicaid
4511,Rhode Island,0.2083973452958889,4554,female,medicaid
4512,South Carolina,0.1181085801549055,4554,female,medicaid
4513,South Dakota,0.08558700540040766,4554,female,medicaid
4514,Tennessee,0.12564718913925263,4554,female,medicaid
4515,Texas,0.06685026419698835,4554,female,medicaid
4516,Utah,0.07681897786976596,4554,female,medicaid
4517,Vermont,0.187554846429996,4554,female,medicaid
4518,Virginia,0.12608595458147775,4554,female,medicaid
4519,Washington,0.1392741765573425,4554,female,medicaid
4520,West Virginia,0.21269128303979778,4554,female,medicaid
4521,Wisconsin,0.13879191602545835,4554,female,medicaid
4522,Wyoming,0.05432810331945779,4554,female,medicaid
4523,Puerto Rico,0.42915449676050577,4554,female,medicaid
4524,Alabama,0.14749534805979334,5564,female,medicaid
4525,Alaska,0.14424923195084485,5564,female,medicaid
4526,Arizona,0.1632569576294926,5564,female,medicaid
4527,Arkansas,0.21799685369690613,5564,female,medicaid
4528,California,0.23206369230743074,5564,female,medicaid
4529,Colorado,0.15482965825767,5564,female,medicaid
4530,Connecticut,0.17134989192557096,5564,female,medicaid
4531,Delaware,0.20587100807363368,5564,female,medicaid
4532,District of Columbia,0.33859589147527736,5564,female,medicaid
4533,Florida,0.10767489083361785,5564,female,medicaid
4534,Georgia,0.12394927783497146,5564,female,medicaid
4535,Hawaii,0.15284545475149014,5564,female,medicaid
4536,Idaho,0.1297674500052534,5564,female,medicaid
4537,Illinois,0.15831371299720753,5564,female,medicaid
4538,Indiana,0.1818337895935051,5564,female,medicaid
4539,Iowa,0.1596071209330878,5564,female,medicaid
4540,Kansas,0.08051674586688672,5564,female,medicaid
4541,Kentucky,0.23843973872380766,5564,female,medicaid
4542,Louisiana,0.27078701645175635,5564,female,medicaid
4543,Maine,0.1608117853095704,5564,female,medicaid
4544,Maryland,0.15920504302299646,5564,female,medicaid
4545,Massachusetts,0.21714091860628676,5564,female,medicaid
4546,Michigan,0.20206775238916008,5564,female,medicaid
4547,Minnesota,0.1397371932952727,5564,female,medicaid
4548,Mississippi,0.17842511558349922,5564,female,medicaid
4549,Missouri,0.1414258676330875,5564,female,medicaid
4550,Montana,0.17485579261936202,5564,female,medicaid
4551,Nebraska,0.11295480230938384,5564,female,medicaid
4552,Nevada,0.16806187489491356,5564,female,medicaid
4553,New Hampshire,0.09491876567440846,5564,female,medicaid
4554,New Jersey,0.14697138463816842,5564,female,medicaid
4555,New Mexico,0.2692258438731158,5564,female,medicaid
4556,New York,0.2542162495409978,5564,female,medicaid
4557,North Carolina,0.11143408112830895,5564,female,medicaid
4558,North Dakota,0.09877854487519915,5564,female,medicaid
4559,Ohio,0.17157325028887657,5564,female,medicaid
4560,Oklahoma,0.16231898725636548,5564,female,medicaid
4561,Oregon,0.2058818940634995,5564,female,medicaid
4562,Pennsylvania,0.1827598602187722,5564,female,medicaid
4563,Rhode Island,0.20459265797808818,5564,female,medicaid
4564,South Carolina,0.13252995749539376,5564,female,medicaid
4565,South Dakota,0.09708118453931629,5564,female,medicaid
4566,Tennessee,0.13130081914693947,5564,female,medicaid
4567,Texas,0.09420796028720858,5564,female,medicaid
4568,Utah,0.09968007755695589,5564,female,medicaid
4569,Vermont,0.18289841076564567,5564,female,medicaid
4570,Virginia,0.12892268649564761,5564,female,medicaid
4571,Washington,0.16818912931322266,5564,female,medicaid
4572,West Virginia,0.26365588176552823,5564,female,medicaid
4573,Wisconsin,0.1352024255749921,5564,female,medicaid
4574,Wyoming,0.09843207917596751,5564,female,medicaid
4575,Puerto Rico,0.4477744416462464,5564,female,medicaid
4576,Alabama,0.1586474478409533,6574,female,medicaid
4577,Alaska,0.17234610311934484,6574,female,medicaid
4578,Arizona,0.12834816477021976,6574,female,medicaid
4579,Arkansas,0.14692484929198169,6574,female,medicaid
4580,California,0.20939376474651597,6574,female,medicaid
4581,Colorado,0.11418966072578914,6574,female,medicaid
4582,Connecticut,0.18018490369999807,6574,female,medicaid
4583,Delaware,0.10495626822157435,6574,female,medicaid
4584,District of Columbia,0.35562857748569005,6574,female,medicaid
4585,Florida,0.1450063641893262,6574,female,medicaid
4586,Georgia,0.15665438309896865,6574,female,medicaid
4587,Hawaii,0.12351301985762458,6574,female,medicaid
4588,Idaho,0.0946652719665272,6574,female,medicaid
4589,Illinois,0.13117195979110802,6574,female,medicaid
4590,Indiana,0.12521595760021112,6574,female,medicaid
4591,Iowa,0.11123128264151162,6574,female,medicaid
4592,Kansas,0.08929336599279872,6574,female,medicaid
4593,Kentucky,0.15872072660588007,6574,female,medicaid
4594,Louisiana,0.20856143641443448,6574,female,medicaid
4595,Maine,0.14475851415359747,6574,female,medicaid
4596,Maryland,0.1257964059020376,6574,female,medicaid
4597,Massachusetts,0.1923600709871493,6574,female,medicaid
4598,Michigan,0.14255393295718552,6574,female,medicaid
4599,Minnesota,0.08847023410063787,6574,female,medicaid
4600,Mississippi,0.19896288541831506,6574,female,medicaid
4601,Missouri,0.09467678117175193,6574,female,medicaid
4602,Montana,0.11638829447238974,6574,female,medicaid
4603,Nebraska,0.11274774948808099,6574,female,medicaid
4604,Nevada,0.13022739493174684,6574,female,medicaid
4605,New Hampshire,0.07855151324369294,6574,female,medicaid
4606,New Jersey,0.13540638792540338,6574,female,medicaid
4607,New Mexico,0.17821721515497316,6574,female,medicaid
4608,New York,0.22746275944941108,6574,female,medicaid
4609,North Carolina,0.13352534317261094,6574,female,medicaid
4610,North Dakota,0.07142101364934927,6574,female,medicaid
4611,Ohio,0.1253726119294152,6574,female,medicaid
4612,Oklahoma,0.11246406630067973,6574,female,medicaid
4613,Oregon,0.16183612356674063,6574,female,medicaid
4614,Pennsylvania,0.1402323314067966,6574,female,medicaid
4615,Rhode Island,0.1539551721481938,6574,female,medicaid
4616,South Carolina,0.12383074572606992,6574,female,medicaid
4617,South Dakota,0.12828870779976717,6574,female,medicaid
4618,Tennessee,0.13457070141299615,6574,female,medicaid
4619,Texas,0.1288995788588954,6574,female,medicaid
4620,Utah,0.10992171519094418,6574,female,medicaid
4621,Vermont,0.13473307813968413,6574,female,medicaid
4622,Virginia,0.09364723323756943,6574,female,medicaid
4623,Washington,0.1187771983456213,6574,female,medicaid
4624,West Virginia,0.16505909757570528,6574,female,medicaid
4625,Wisconsin,0.12506710227830273,6574,female,medicaid
4626,Wyoming,0.07402153774895785,6574,female,medicaid
4627,Puerto Rico,0.4122653493295695,6574,female,medicaid
4628,Alabama,0.15650600159914968,o75,female,medicaid
4629,Alaska,0.17948444823178525,o75,female,medicaid
4630,Arizona,0.1450576201268722,o75,female,medicaid
4631,Arkansas,0.1355908810443932,o75,female,medicaid
4632,California,0.24615882630201702,o75,female,medicaid
4633,Colorado,0.13630297894795593,o75,female,medicaid
4634,Connecticut,0.21106934833474386,o75,female,medicaid
4635,Delaware,0.1326687926337353,o75,female,medicaid
4636,District of Columbia,0.26783062592809254,o75,female,medicaid
4637,Florida,0.17225106339107848,o75,female,medicaid
4638,Georgia,0.17842516506339604,o75,female,medicaid
4639,Hawaii,0.12106572590730186,o75,female,medicaid
4640,Idaho,0.10166557567823115,o75,female,medicaid
4641,Illinois,0.13750813742503182,o75,female,medicaid
4642,Indiana,0.12738487799200837,o75,female,medicaid
4643,Iowa,0.11045692585673599,o75,female,medicaid
4644,Kansas,0.11558108689417838,o75,female,medicaid
4645,Kentucky,0.14609742140218843,o75,female,medicaid
4646,Louisiana,0.17876008424153844,o75,female,medicaid
4647,Maine,0.20755467196819086,o75,female,medicaid
4648,Maryland,0.16058423725930188,o75,female,medicaid
4649,Massachusetts,0.20751223693109153,o75,female,medicaid
4650,Michigan,0.14512443677795467,o75,female,medicaid
4651,Minnesota,0.10527115017371097,o75,female,medicaid
4652,Mississippi,0.20669638138191043,o75,female,medicaid
4653,Missouri,0.09925052725229072,o75,female,medicaid
4654,Montana,0.083457005674378,o75,female,medicaid
4655,Nebraska,0.1122915160854801,o75,female,medicaid
4656,Nevada,0.1447098918096598,o75,female,medicaid
4657,New Hampshire,0.07218306939723074,o75,female,medicaid
4658,New Jersey,0.1591499096868209,o75,female,medicaid
4659,New Mexico,0.21034623473647865,o75,female,medicaid
4660,New York,0.26024819851291986,o75,female,medicaid
4661,North Carolina,0.1404263441385828,o75,female,medicaid
4662,North Dakota,0.12010351306320678,o75,female,medicaid
4663,Ohio,0.09957072429553447,o75,female,medicaid
4664,Oklahoma,0.12799121113256542,o75,female,medicaid
4665,Oregon,0.1472437684599884,o75,female,medicaid
4666,Pennsylvania,0.15161209278954862,o75,female,medicaid
4667,Rhode Island,0.21409574468085107,o75,female,medicaid
4668,South Carolina,0.1479701275619643,o75,female,medicaid
4669,South Dakota,0.1719371727748691,o75,female,medicaid
4670,Tennessee,0.14371085945120735,o75,female,medicaid
4671,Texas,0.16431967478847198,o75,female,medicaid
4672,Utah,0.1145911673165257,o75,female,medicaid
4673,Vermont,0.13746674453312568,o75,female,medicaid
4674,Virginia,0.10423906715825498,o75,female,medicaid
4675,Washington,0.15156114260599046,o75,female,medicaid
4676,West Virginia,0.130737151819475,o75,female,medicaid
4677,Wisconsin,0.1416460980336939,o75,female,medicaid
4678,Wyoming,0.09989768393637802,o75,female,medicaid
4679,Puerto Rico,0.42111886052395553,o75,female,medicaid
4680,Alabama,0.6705521055856063,all,male,private
4681,Alaska,0.6597096744338367,all,male,private
4682,Arizona,0.6399910564860486,all,male,private
4683,Arkansas,0.6023544522679111,all,male,private
4684,California,0.6338558737374247,all,male,private
4685,Colorado,0.7033074098361564,all,male,private
4686,Connecticut,0.6783951966256844,all,male,private
4687,Delaware,0.691379505140662,all,male,private
4688,District of Columbia,0.7367437539024106,all,male,private
4689,Florida,0.6422071307132836,all,male,private
4690,Georgia,0.6625826919265503,all,male,private
4691,Hawaii,0.7524746727888303,all,male,private
4692,Idaho,0.6876404459596197,all,male,private
4693,Illinois,0.6967906679268028,all,male,private
4694,Indiana,0.6780896119025233,all,male,private
4695,Iowa,0.717867976703706,all,male,private
4696,Kansas,0.7322904199058549,all,male,private
4697,Kentucky,0.6276637414210102,all,male,private
4698,Louisiana,0.5769411057437315,all,male,private
4699,Maine,0.6747784625073097,all,male,private
4700,Maryland,0.73114093708356,all,male,private
4701,Massachusetts,0.7312619202993911,all,male,private
4702,Michigan,0.6987772108913746,all,male,private
4703,Minnesota,0.7502660697218028,all,male,private
4704,Mississippi,0.6205581204401782,all,male,private
4705,Missouri,0.6837191543375902,all,male,private
4706,Montana,0.6536585846886469,all,male,private
4707,Nebraska,0.7405041985806445,all,male,private
4708,Nevada,0.6408090355599365,all,male,private
4709,New Hampshire,0.759000617597488,all,male,private
4710,New Jersey,0.7012510787268812,all,male,private
4711,New Mexico,0.540550341543476,all,male,private
4712,New York,0.6512543486469543,all,male,private
4713,North Carolina,0.6728577657521155,all,male,private
4714,North Dakota,0.8079178770408284,all,male,private
4715,Ohio,0.6728930029344513,all,male,private
4716,Oklahoma,0.6153324749388469,all,male,private
4717,Oregon,0.6690029274807567,all,male,private
4718,Pennsylvania,0.701297722652894,all,male,private
4719,Rhode Island,0.7051485685866096,all,male,private
4720,South Carolina,0.6677775010642101,all,male,private
4721,South Dakota,0.7333571041383417,all,male,private
4722,Tennessee,0.6625042299259799,all,male,private
4723,Texas,0.633462773874738,all,male,private
4724,Utah,0.7809965910642301,all,male,private
4725,Vermont,0.6988929452515638,all,male,private
4726,Virginia,0.7276467186704325,all,male,private
4727,Washington,0.7019442737109411,all,male,private
4728,West Virginia,0.6331465204418999,all,male,private
4729,Wisconsin,0.7278866269476337,all,male,private
4730,Wyoming,0.7097862120171644,all,male,private
4731,Puerto Rico,0.3844184467179355,all,male,private
4732,Alabama,0.6667544177295466,all,female,private
4733,Alaska,0.6627784783522488,all,female,private
4734,Arizona,0.6407884009895424,all,female,private
4735,Arkansas,0.5974487742294594,all,female,private
4736,California,0.6284517220088993,all,female,private
4737,Colorado,0.6997318083382973,all,female,private
4738,Connecticut,0.6736831146629261,all,female,private
4739,Delaware,0.6885844697034182,all,female,private
4740,District of Columbia,0.7329668005920914,all,female,private
4741,Florida,0.6445227364266999,all,female,private
4742,Georgia,0.6634669184501328,all,female,private
4743,Hawaii,0.7482749474860684,all,female,private
4744,Idaho,0.685184285621267,all,female,private
4745,Illinois,0.6913325475444627,all,female,private
4746,Indiana,0.6695431369523314,all,female,private
4747,Iowa,0.7099673909269121,all,female,private
4748,Kansas,0.7328793527904992,all,female,private
4749,Kentucky,0.6205379661766067,all,female,private
4750,Louisiana,0.574392136285302,all,female,private
4751,Maine,0.6751765097596166,all,female,private
4752,Maryland,0.7276806001416254,all,female,private
4753,Massachusetts,0.7233839723436057,all,female,private
4754,Michigan,0.6950214502990655,all,female,private
4755,Minnesota,0.7474180930180304,all,female,private
4756,Mississippi,0.6258137643379913,all,female,private
4757,Missouri,0.678545919386925,all,female,private
4758,Montana,0.651504131636272,all,female,private
4759,Nebraska,0.7354886090574433,all,female,private
4760,Nevada,0.6354539142070091,all,female,private
4761,New Hampshire,0.7529487617641737,all,female,private
4762,New Jersey,0.6927158727765186,all,female,private
4763,New Mexico,0.5330951455282085,all,female,private
4764,New York,0.64708761541378,all,female,private
4765,North Carolina,0.6762822789601926,all,female,private
4766,North Dakota,0.8054609861380678,all,female,private
4767,Ohio,0.6649389080043846,all,female,private
4768,Oklahoma,0.6169650685647813,all,female,private
4769,Oregon,0.6636953633874464,all,female,private
4770,Pennsylvania,0.6930198349427499,all,female,private
4771,Rhode Island,0.6983530176617185,all,female,private
4772,South Carolina,0.6647377565476579,all,female,private
4773,South Dakota,0.7346826801346499,all,female,private
4774,Tennessee,0.6574066751083024,all,female,private
4775,Texas,0.6318969345435116,all,female,private
4776,Utah,0.7853282248494652,all,female,private
4777,Vermont,0.7016022520818735,all,female,private
4778,Virginia,0.7212540405460511,all,female,private
4779,Washington,0.6962066505442925,all,female,private
4780,West Virginia,0.6247089594338171,all,female,private
4781,Wisconsin,0.7218405467218879,all,female,private
4782,Wyoming,0.7118683218596772,all,female,private
4783,Puerto Rico,0.3811369732011671,all,female,private
4784,Alabama,0.3857861946027289,all,male,public
4785,Alaska,0.3783259648448346,all,male,public
4786,Arizona,0.3837196358618519,all,male,public
4787,Arkansas,0.42968056913092034,all,male,public
4788,California,0.4026763994691954,all,male,public
4789,Colorado,0.3393912282973518,all,male,public
4790,Connecticut,0.38306199443117045,all,male,public
4791,Delaware,0.4131707053489412,all,male,public
4792,District of Columbia,0.3364886221391036,all,male,public
4793,Florida,0.3749341511555931,all,male,public
4794,Georgia,0.3350576289905435,all,male,public
4795,Hawaii,0.40272623973088795,all,male,public
4796,Idaho,0.35742300271978195,all,male,public
4797,Illinois,0.3561055622234482,all,male,public
4798,Indiana,0.3735133672763398,all,male,public
4799,Iowa,0.3778187427894833,all,male,public
4800,Kansas,0.31658845569159094,all,male,public
4801,Kentucky,0.451622016600604,all,male,public
4802,Louisiana,0.47930903801872005,all,male,public
4803,Maine,0.4186278677986711,all,male,public
4804,Maryland,0.34622687320774753,all,male,public
4805,Massachusetts,0.37953800615078437,all,male,public
4806,Michigan,0.4134063874049389,all,male,public
4807,Minnesota,0.3508435946807542,all,male,public
4808,Mississippi,0.4005229117451614,all,male,public
4809,Missouri,0.36017934753359404,all,male,public
4810,Montana,0.4111391805903436,all,male,public
4811,Nebraska,0.3265224562196327,all,male,public
4812,Nevada,0.3740342108675671,all,male,public
4813,New Hampshire,0.3333265994043359,all,male,public
4814,New Jersey,0.34119070587497774,all,male,public
4815,New Mexico,0.5220611464919074,all,male,public
4816,New York,0.4333152750007033,all,male,public
4817,North Carolina,0.3643985884489883,all,male,public
4818,North Dakota,0.2930201247351147,all,male,public
4819,Ohio,0.3922798457766654,all,male,public
4820,Oklahoma,0.4030121781776897,all,male,public
4821,Oregon,0.41438269507098097,all,male,public
4822,Pennsylvania,0.3949158124720693,all,male,public
4823,Rhode Island,0.3884353319373144,all,male,public
4824,South Carolina,0.390932589163366,all,male,public
4825,South Dakota,0.32284418792709696,all,male,public
4826,Tennessee,0.36921111525019834,all,male,public
4827,Texas,0.2933290264951162,all,male,public
4828,Utah,0.2256767965616367,all,male,public
4829,Vermont,0.4224859204066884,all,male,public
4830,Virginia,0.3491551734150586,all,male,public
4831,Washington,0.36514656299702347,all,male,public
4832,West Virginia,0.4731502067805592,all,male,public
4833,Wisconsin,0.35992973829428737,all,male,public
4834,Wyoming,0.3317199597034228,all,male,public
4835,Puerto Rico,0.6308729115707,all,male,public
4836,Alabama,0.40194929981166094,all,female,public
4837,Alaska,0.3715292373079258,all,female,public
4838,Arizona,0.3954320165385048,all,female,public
4839,Arkansas,0.44618489851734466,all,female,public
4840,California,0.42118844150436285,all,female,public
4841,Colorado,0.3563017385834136,all,female,public
4842,Connecticut,0.403159922084113,all,female,public
4843,Delaware,0.4297285385420036,all,female,public
4844,District of Columbia,0.3432353563121167,all,female,public
4845,Florida,0.3843088166981729,all,female,public
4846,Georgia,0.3476139091809615,all,female,public
4847,Hawaii,0.40981716216273717,all,female,public
4848,Idaho,0.3657941164615259,all,female,public
4849,Illinois,0.3784566238189339,all,female,public
4850,Indiana,0.3967239218067798,all,female,public
4851,Iowa,0.39949618508568957,all,female,public
4852,Kansas,0.33330680230252435,all,female,public
4853,Kentucky,0.4711068044922483,all,female,public
4854,Louisiana,0.5042812283475566,all,female,public
4855,Maine,0.4263169577429517,all,female,public
4856,Maryland,0.36010527086889693,all,female,public
4857,Massachusetts,0.3970372814568539,all,female,public
4858,Michigan,0.43401581517885574,all,female,public
4859,Minnesota,0.36523739809281375,all,female,public
4860,Mississippi,0.4108924290593984,all,female,public
4861,Missouri,0.37706912178600394,all,female,public
4862,Montana,0.42375465821736547,all,female,public
4863,Nebraska,0.345463801159887,all,female,public
4864,Nevada,0.3830780966089797,all,female,public
4865,New Hampshire,0.3493252382990089,all,female,public
4866,New Jersey,0.36543723553850593,all,female,public
4867,New Mexico,0.5420465799996027,all,female,public
4868,New York,0.4512172187654937,all,female,public
4869,North Carolina,0.3772860354458414,all,female,public
4870,North Dakota,0.3106234157413005,all,female,public
4871,Ohio,0.4149447907805471,all,female,public
4872,Oklahoma,0.4172293454389192,all,female,public
4873,Oregon,0.43324275653296196,all,female,public
4874,Pennsylvania,0.4163327071544436,all,female,public
4875,Rhode Island,0.40466644995846424,all,female,public
4876,South Carolina,0.4051658878496157,all,female,public
4877,South Dakota,0.3317989966472457,all,female,public
4878,Tennessee,0.38866656288061247,all,female,public
4879,Texas,0.30464624460713924,all,female,public
4880,Utah,0.2331209956068467,all,female,public
4881,Vermont,0.4347472918591457,all,female,public
4882,Virginia,0.3640245879870042,all,female,public
4883,Washington,0.3829301223732377,all,female,public
4884,West Virginia,0.49201041648859484,all,female,public
4885,Wisconsin,0.37883133321583645,all,female,public
4886,Wyoming,0.3361600408781809,all,female,public
4887,Puerto Rico,0.6492687196985972,all,female,public
4888,Alabama,0.5364597633773472,all,male,employer
4889,Alaska,0.5398973395128966,all,male,employer
4890,Arizona,0.5227044104444618,all,male,employer
4891,Arkansas,0.4733567539491174,all,male,employer
4892,California,0.5258665137276739,all,male,employer
4893,Colorado,0.5727717760492369,all,male,employer
4894,Connecticut,0.57719203060254,all,male,employer
4895,Delaware,0.5857014437081538,all,male,employer
4896,District of Columbia,0.6473654807321744,all,male,employer
4897,Florida,0.4573360763861409,all,male,employer
4898,Georgia,0.5299507635540079,all,male,employer
4899,Hawaii,0.6155531787990091,all,male,employer
4900,Idaho,0.5385364363580825,all,male,employer
4901,Illinois,0.5947757077016328,all,male,employer
4902,Indiana,0.5716210742311081,all,male,employer
4903,Iowa,0.5826802755682393,all,male,employer
4904,Kansas,0.5806093329639185,all,male,employer
4905,Kentucky,0.5283117916874519,all,male,employer
4906,Louisiana,0.4734768047240286,all,male,employer
4907,Maine,0.5344883126003939,all,male,employer
4908,Maryland,0.6185446055664635,all,male,employer
4909,Massachusetts,0.6220823974358513,all,male,employer
4910,Michigan,0.59718995021869,all,male,employer
4911,Minnesota,0.6156535470180378,all,male,employer
4912,Mississippi,0.4731484992815617,all,male,employer
4913,Missouri,0.5652579622140226,all,male,employer
4914,Montana,0.48552200565493425,all,male,employer
4915,Nebraska,0.5875912203064869,all,male,employer
4916,Nevada,0.5315620316503314,all,male,employer
4917,New Hampshire,0.6236003047583867,all,male,employer
4918,New Jersey,0.6025927254233613,all,male,employer
4919,New Mexico,0.4321810816121314,all,male,employer
4920,New York,0.5488795015383996,all,male,employer
4921,North Carolina,0.5246817157303142,all,male,employer
4922,North Dakota,0.6320995156757097,all,male,employer
4923,Ohio,0.5740563927383457,all,male,employer
4924,Oklahoma,0.48993092176241765,all,male,employer
4925,Oregon,0.5455827236899374,all,male,employer
4926,Pennsylvania,0.578274998636476,all,male,employer
4927,Rhode Island,0.579386461703174,all,male,employer
4928,South Carolina,0.5126333010753544,all,male,employer
4929,South Dakota,0.5581040672513841,all,male,employer
4930,Tennessee,0.5264979625264103,all,male,employer
4931,Texas,0.5150150850372925,all,male,employer
4932,Utah,0.6433980729384283,all,male,employer
4933,Vermont,0.5618738941912332,all,male,employer
4934,Virginia,0.5814647854341081,all,male,employer
4935,Washington,0.5838257888331927,all,male,employer
4936,West Virginia,0.5416706026011727,all,male,employer
4937,Wisconsin,0.6003983410772402,all,male,employer
4938,Wyoming,0.5398643302088381,all,male,employer
4939,Puerto Rico,0.26054637146216775,all,male,employer
4940,Alabama,0.5272915385367031,all,female,employer
4941,Alaska,0.5409398206529354,all,female,employer
4942,Arizona,0.5171877838230587,all,female,employer
4943,Arkansas,0.4627951118737926,all,female,employer
4944,California,0.5163103247138437,all,female,employer
4945,Colorado,0.5644769914657433,all,female,employer
4946,Connecticut,0.5684457095578466,all,female,employer
4947,Delaware,0.5858448861927488,all,female,employer
4948,District of Columbia,0.6431606400225559,all,female,employer
4949,Florida,0.45392570348758066,all,female,employer
4950,Georgia,0.5253457026956817,all,female,employer
4951,Hawaii,0.60224863165927,all,female,employer
4952,Idaho,0.5305706079394593,all,female,employer
4953,Illinois,0.5834062994427465,all,female,employer
4954,Indiana,0.5555860728904266,all,female,employer
4955,Iowa,0.5688316607898782,all,female,employer
4956,Kansas,0.5716417424935062,all,female,employer
4957,Kentucky,0.5183073865943792,all,female,employer
4958,Louisiana,0.46806874972782864,all,female,employer
4959,Maine,0.5278417288707644,all,female,employer
4960,Maryland,0.6121144584445497,all,female,employer
4961,Massachusetts,0.6093224616983771,all,female,employer
4962,Michigan,0.5874662444627421,all,female,employer
4963,Minnesota,0.605769173201628,all,female,employer
4964,Mississippi,0.46818558204408645,all,female,employer
4965,Missouri,0.5547157733509878,all,female,employer
4966,Montana,0.47218031576862834,all,female,employer
4967,Nebraska,0.5752758879936741,all,female,employer
4968,Nevada,0.522553794845933,all,female,employer
4969,New Hampshire,0.6150555576297326,all,female,employer
4970,New Jersey,0.5902075636813786,all,female,employer
4971,New Mexico,0.42060674512296753,all,female,employer
4972,New York,0.541775941638667,all,female,employer
4973,North Carolina,0.5221376267797928,all,female,employer
4974,North Dakota,0.6185900495296276,all,female,employer
4975,Ohio,0.561121875039677,all,female,employer
4976,Oklahoma,0.4849911849883598,all,female,employer
4977,Oregon,0.5322197992823143,all,female,employer
4978,Pennsylvania,0.563044437792671,all,female,employer
4979,Rhode Island,0.5666738902734135,all,female,employer
4980,South Carolina,0.5034870909297001,all,female,employer
4981,South Dakota,0.5488285597997792,all,female,employer
4982,Tennessee,0.5154193053715943,all,female,employer
4983,Texas,0.5071584542394962,all,female,employer
4984,Utah,0.6409504731774841,all,female,employer
4985,Vermont,0.564542731889405,all,female,employer
4986,Virginia,0.5671867065977582,all,female,employer
4987,Washington,0.5687282253736367,all,female,employer
4988,West Virginia,0.5289011972123927,all,female,employer
4989,Wisconsin,0.5869896853867392,all,female,employer
4990,Wyoming,0.5318678318814812,all,female,employer
4991,Puerto Rico,0.256701195958841,all,female,employer
4992,Alabama,0.20822064710945526,all,male,medicare
4993,Alaska,0.152047158326392,all,male,medicare
4994,Arizona,0.20124736615016553,all,male,medicare
4995,Arkansas,0.2038951017502402,all,male,medicare
4996,California,0.16655512988990617,all,male,medicare
4997,Colorado,0.16567188622006052,all,male,medicare
4998,Connecticut,0.19728995940199578,all,male,medicare
4999,Delaware,0.22673242522338424,all,male,medicare
5000,District of Columbia,0.12918808946939167,all,male,medicare
5001,Florida,0.22576608775647156,all,male,medicare
5002,Georgia,0.16819936878907624,all,male,medicare
5003,Hawaii,0.2180237156444598,all,male,medicare
5004,Idaho,0.18612885399192888,all,male,medicare
5005,Illinois,0.18133147506611635,all,male,medicare
5006,Indiana,0.18631443405654408,all,male,medicare
5007,Iowa,0.1950226562025624,all,male,medicare
5008,Kansas,0.18549506521714193,all,male,medicare
5009,Kentucky,0.2024598806730286,all,male,medicare
5010,Louisiana,0.19626505709295464,all,male,medicare
5011,Maine,0.24707724319861396,all,male,medicare
5012,Maryland,0.17713631238221403,all,male,medicare
5013,Massachusetts,0.18691115974372935,all,male,medicare
5014,Michigan,0.2092288090616262,all,male,medicare
5015,Minnesota,0.18276625508561695,all,male,medicare
5016,Mississippi,0.20290402151487846,all,male,medicare
5017,Missouri,0.20056719658395653,all,male,medicare
5018,Montana,0.2133688813665075,all,male,medicare
5019,Nebraska,0.18021848297741852,all,male,medicare
5020,Nevada,0.18276191040850315,all,male,medicare
5021,New Hampshire,0.21642174404913075,all,male,medicare
5022,New Jersey,0.17939976338900648,all,male,medicare
5023,New Mexico,0.22002633332948063,all,male,medicare
5024,New York,0.19645779654100767,all,male,medicare
5025,North Carolina,0.19425742205179453,all,male,medicare
5026,North Dakota,0.1753861628366892,all,male,medicare
5027,Ohio,0.20053243155364592,all,male,medicare
5028,Oklahoma,0.18785529767870504,all,male,medicare
5029,Oregon,0.20692054065978618,all,male,medicare
5030,Pennsylvania,0.21173057831334163,all,male,medicare
5031,Rhode Island,0.2076098160941044,all,male,medicare
5032,South Carolina,0.21387873956590844,all,male,medicare
5033,South Dakota,0.19189815431917748,all,male,medicare
5034,Tennessee,0.19360634247186922,all,male,medicare
5035,Texas,0.14490692952370243,all,male,medicare
5036,Utah,0.12564321142331103,all,male,medicare
5037,Vermont,0.2371134341747863,all,male,medicare
5038,Virginia,0.1832160341005108,all,male,medicare
5039,Washington,0.1781649344996385,all,male,medicare
5040,West Virginia,0.24484430979068508,all,male,medicare
5041,Wisconsin,0.20180825793798163,all,male,medicare
5042,Wyoming,0.20354303123681908,all,male,medicare
5043,Puerto Rico,0.2725308273229748,all,male,medicare
5044,Alabama,0.21906152345808164,all,female,medicare
5045,Alaska,0.16010170006071645,all,female,medicare
5046,Arizona,0.21382066923855408,all,female,medicare
5047,Arkansas,0.2157071337953206,all,female,medicare
5048,California,0.1808202763784609,all,female,medicare
5049,Colorado,0.17823715825395678,all,female,medicare
5050,Connecticut,0.212589826552222,all,female,medicare
5051,Delaware,0.23969984318754883,all,female,medicare
5052,District of Columbia,0.14284626770987524,all,female,medicare
5053,Florida,0.23925770148914402,all,female,medicare
5054,Georgia,0.18066230898570088,all,female,medicare
